,pelicula,fecha_estreno,tipo_estreno,duracion,genero,director,calf_medios,calf_usuarios,calf_sensacine,nacionalidad,distribuidora,fecha_produccion,presupuesto,idioma
452,"

Fight Club
","
5 de noviembre de 1999
","
en cines
",2h 19min,Suspense,David Fincher,"3,9","4,3","4,0", Alemania, Twentieth Century Studios España ,1999,63 000 000 USD,-
453,"

Robert Downey Jr.,
Terrence Howard,
Gwyneth Paltrow
","
30 de abril de 2008
","
en cines
",2h 06min,Acción,Jon Favreau,"3,7","4,3","3,0", EE.UU., Sony Pictures Releasing de España ,2008,75 000 000 USD,-
454,"

Robert Downey Jr.,
Terrence Howard,
Gwyneth Paltrow
","
30 de abril de 2008
","
en cines
",2h 06min,Ciencia ficción,Jon Favreau,"3,7","4,3","3,0", EE.UU., Sony Pictures Releasing de España ,2008,75 000 000 USD,-
455,"

Legends of the Fall
","
10 de marzo de 1995
","
en cines
",2h 13min,Romántico,Edward Zwick,"2,6","4,3",, EE.UU., Columbia TriStar Films de Espana S.A. ,1995,-,-
456,"

Legends of the Fall
","
10 de marzo de 1995
","
en cines
",2h 13min,Guerra,Edward Zwick,"2,6","4,3",, EE.UU., Columbia TriStar Films de Espana S.A. ,1995,-,-
457,"

Julia Roberts,
Jacob Tremblay,
Owen Wilson
","
1 de diciembre de 2017
","
en cines
",1h 51min,Drama,Stephen Chbosky,"3,5","4,3",, EE.UU., Entertainment One Films Spain ,2017,-,-
458,"

Julia Roberts,
Jacob Tremblay,
Owen Wilson
","
1 de diciembre de 2017
","
en cines
",1h 51min,Familia,Stephen Chbosky,"3,5","4,3",, EE.UU., Entertainment One Films Spain ,2017,-,-
459,"

Lady and the Tramp
","
21 de abril de 1957
","
en cines
",1h 15min,Animación,Hamilton Luske,,"4,3",, EE.UU.,,1955,4 000 000 USD,-
460,"

Lady and the Tramp
","
21 de abril de 1957
","
en cines
",1h 15min,Animación,Clyde Geronimi,,"4,3",, EE.UU.,,1955,4 000 000 USD,-
461,"

Lady and the Tramp
","
21 de abril de 1957
","
en cines
",1h 15min,Animación,Wilfred Jackson,,"4,3",, EE.UU.,,1955,4 000 000 USD,-
462,"

Lady and the Tramp
","
21 de abril de 1957
","
en cines
",1h 15min,Familia,Hamilton Luske,,"4,3",, EE.UU.,,1955,4 000 000 USD,-
463,"

Lady and the Tramp
","
21 de abril de 1957
","
en cines
",1h 15min,Familia,Clyde Geronimi,,"4,3",, EE.UU.,,1955,4 000 000 USD,-
464,"

Lady and the Tramp
","
21 de abril de 1957
","
en cines
",1h 15min,Familia,Wilfred Jackson,,"4,3",, EE.UU.,,1955,4 000 000 USD,-
465,"

Lady and the Tramp
","
21 de abril de 1957
","
en cines
",1h 15min,Comedia musical,Hamilton Luske,,"4,3",, EE.UU.,,1955,4 000 000 USD,-
466,"

Lady and the Tramp
","
21 de abril de 1957
","
en cines
",1h 15min,Comedia musical,Clyde Geronimi,,"4,3",, EE.UU.,,1955,4 000 000 USD,-
467,"

Lady and the Tramp
","
21 de abril de 1957
","
en cines
",1h 15min,Comedia musical,Wilfred Jackson,,"4,3",, EE.UU.,,1955,4 000 000 USD,-
468,"

Miles Teller,
J.K. Simmons,
Paul Reiser
","
16 de enero de 2015
","
en cines
",1h 47min,Drama,Damien Chazelle,"4,2","4,3","4,0", EE.UU., Sony Pictures Releasing de España ,2014,3 300 000 USD,-
469,"

Miles Teller,
J.K. Simmons,
Paul Reiser
","
16 de enero de 2015
","
en cines
",1h 47min,Música,Damien Chazelle,"4,2","4,3","4,0", EE.UU., Sony Pictures Releasing de España ,2014,3 300 000 USD,-
470,"

Aliens
","
30 de octubre de 1986
","
en cines
",2h 17min,Acción,James Cameron,"4,3","4,3",, EE.UU.,,1986,18 500 000 USD,-
471,"

Aliens
","
30 de octubre de 1986
","
en cines
",2h 17min,Ciencia ficción,James Cameron,"4,3","4,3",, EE.UU.,,1986,18 500 000 USD,-
472,"

It's a Wonderful Life
","
27 de marzo de 1948
","
en cines
",2h 09min,Comedia,Frank Capra,"4,7","4,3",, EE.UU.,,1946,2 800 000 USD,-
473,"

It's a Wonderful Life
","
27 de marzo de 1948
","
en cines
",2h 09min,Comedia dramática,Frank Capra,"4,7","4,3",, EE.UU.,,1946,2 800 000 USD,-
474,"

It's a Wonderful Life
","
27 de marzo de 1948
","
en cines
",2h 09min,Drama,Frank Capra,"4,7","4,3",, EE.UU.,,1946,2 800 000 USD,-
475,"

It's a Wonderful Life
","
27 de marzo de 1948
","
en cines
",2h 09min,Fantasía,Frank Capra,"4,7","4,3",, EE.UU.,,1946,2 800 000 USD,-
476,"

The Ten Commandments
",Acción,"
","
3h 40mi",Aventura,Cecil B. DeMille,,"4,3",, EE.UU.,,1956,13 500 000 USD,Inglés
477,"

The Ten Commandments
",Acción,"
","
3h 40mi",Drama,Cecil B. DeMille,,"4,3",, EE.UU.,,1956,13 500 000 USD,Inglés
478,"

Man on Fire
","
8 de octubre de 2004
","
en cines
",2h 26min,Acción,Tony Scott,"3,0","4,3","3,5", EE.UU., Twentieth Century Studios España ,2004,70 000 000 USD,-
479,"

Man on Fire
","
8 de octubre de 2004
","
en cines
",2h 26min,Crimen,Tony Scott,"3,0","4,3","3,5", EE.UU., Twentieth Century Studios España ,2004,70 000 000 USD,-
480,"

Man on Fire
","
8 de octubre de 2004
","
en cines
",2h 26min,Suspense,Tony Scott,"3,0","4,3","3,5", EE.UU., Twentieth Century Studios España ,2004,70 000 000 USD,-
481,"

The Truman Show
","
30 de octubre de 1998
","
en cines
",1h 43min,Comedia,Peter Weir,"4,8","4,3","4,5", EE.UU., Universal Pictures International Spain ,1998,60 000 000 USD,-
482,"

The Truman Show
","
30 de octubre de 1998
","
en cines
",1h 43min,Drama,Peter Weir,"4,8","4,3","4,5", EE.UU., Universal Pictures International Spain ,1998,60 000 000 USD,-
483,"

Back to the Future Part II
","
22 de diciembre de 1989
","
en cines
",1h 48min,Aventura,Robert Zemeckis,"3,3","4,3","4,5", EE.UU., Universal Pictures International Spain ,1989,-,-
484,"

Back to the Future Part II
","
22 de diciembre de 1989
","
en cines
",1h 48min,Comedia,Robert Zemeckis,"3,3","4,3","4,5", EE.UU., Universal Pictures International Spain ,1989,-,-
485,"

Back to the Future Part II
","
22 de diciembre de 1989
","
en cines
",1h 48min,Ciencia ficción,Robert Zemeckis,"3,3","4,3","4,5", EE.UU., Universal Pictures International Spain ,1989,-,-
